,country,year,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)"
1923,ARG,2020,80.122,73.405
1924,ARG,2019,79.995,73.242
1925,ARG,2018,79.863,73.082
1926,ARG,2017,79.726,72.924
1927,ARG,2016,79.583,72.768
1928,ARG,2015,79.434,72.614
1929,ARG,2014,79.281,72.46
1930,ARG,2013,79.124,72.306
1931,ARG,2012,78.966,72.151
1932,ARG,2011,78.806,71.995
1933,ARG,2010,78.646,71.837
1934,ARG,2009,78.485,71.676
1935,ARG,2008,78.323,71.513
1936,ARG,2007,78.16,71.347
1937,ARG,2006,77.996,71.179
1938,ARG,2005,77.831,71.008
1939,ARG,2004,77.664,70.835
1940,ARG,2003,77.496,70.661
1941,ARG,2002,77.326,70.484
1942,ARG,2001,77.155,70.307
1943,ARG,2000,76.982,70.128
1944,ARG,1999,76.808,69.948
1945,ARG,1998,76.631,69.768
1946,ARG,1997,76.453,69.586
1947,ARG,1996,76.273,69.402
1948,ARG,1995,76.09,69.212
1949,ARG,1994,75.902,69.014
1950,ARG,1993,75.71,68.804
1951,ARG,1992,75.515,68.586
1952,ARG,1991,75.316,68.361
1953,ARG,1990,75.119,68.138
1954,ARG,1989,74.928,67.924
1955,ARG,1988,74.745,67.726
1956,ARG,1987,74.569,67.545
1957,ARG,1986,74.397,67.379
1958,ARG,1985,74.22,67.219
1959,ARG,1984,74.029,67.053
1960,ARG,1983,73.816,66.871
1961,ARG,1982,73.576,66.664
1962,ARG,1981,73.311,66.431
1963,ARG,1980,73.023,66.173
1964,ARG,1979,72.718,65.897
1965,ARG,1978,72.407,65.611
1966,ARG,1977,72.097,65.326
1967,ARG,1976,71.793,65.045
1968,ARG,1975,71.494,64.766
1969,ARG,1974,71.196,64.484
1970,ARG,1973,70.896,64.198
1971,ARG,1972,70.593,63.909
1972,ARG,1971,70.291,63.622
1973,ARG,1970,70.0,63.349
1974,ARG,1969,69.733,63.106
1975,ARG,1968,69.495,62.901
1976,ARG,1967,69.289,62.739
1977,ARG,1966,69.111,62.619
1978,ARG,1965,68.958,62.542
1979,ARG,1964,68.82,62.503
1980,ARG,1963,68.685,62.487
1981,ARG,1962,68.536,62.478
1982,ARG,1961,68.362,62.46
1983,ARG,1960,68.154,62.417
